LinkId,Speed_kmh_count,Speed_kmh_mean,Speed_kmh_std,Speed_kmh_min,Speed_kmh_25,Speed_kmh_50,Speed_kmh_75,Speed_kmh_max,Median,SrcLatitude,SrcLongitude,DestLatitude,DestLongitude,LatitudeMean,LongitudeMean
LPi_47-46,152435.0,27.009796556808478,10.506620768144973,3.73,22.0855263,27.629629600000005,34.081218299999996,72.19354840000001,27.629629600000005,45.564221999999994,-73.584722,45.572693,-73.605333,45.568457499999994,-73.5950275
LPi_48-01,76272.0,27.473985190144482,13.613507172886102,3.28,17.313782999999997,28.5217391,36.6708075,74.7341772,28.5217391,45.548472,-73.5355,45.553847,-73.55452,45.5511595,-73.54500999999999
LPr_24-27,14272.0,22.161136788109584,13.692023809483455,4.312,9.989189199999998,21.323076899999997,30.5574803,74.6307692,21.323076899999997,45.508362,-73.571278,45.519028000000006,-73.594388,45.513695,-73.582833
LPr_25-28,121394.0,16.96487697445261,8.515773963123026,2.158,10.941971800000001,17.9004608,22.3241379,59.76,17.9004608,45.530221999999995,-73.622333,45.52575,-73.610167,45.527986,-73.61625000000001
LPr_27-24,17281.0,13.872923881818181,7.087284800673677,4.312,8.3637931,13.245051199999999,17.8427586,73.92,13.245051199999999,45.519028000000006,-73.594388,45.508362,-73.571278,45.513695,-73.582833
LPr_27-28,342172.0,26.62652079525648,13.520596940242346,2.87,17.691780800000004,26.90625,34.6711409,74.8695652,26.90625,45.519028000000006,-73.594388,45.52575,-73.610167,45.522389000000004,-73.6022775
LPr_28-25,154158.0,18.993249453692314,9.873622822578838,2.156,12.682352900000001,18.9307317,24.5620253,74.6307692,18.9307317,45.52575,-73.610167,45.530221999999995,-73.622333,45.527986,-73.61625000000001
LPr_28-27,283384.0,24.85359807253197,13.947868913399445,2.878,14.350138500000002,23.440724,33.8588235,74.0057143,23.440724,45.52575,-73.610167,45.519028000000006,-73.594388,45.522389000000004,-73.6022775
LRL_26-29,235500.0,16.63025405518981,10.60793727647946,1.944,8.431807199999998,15.905454500000001,21.467484699999996,74.45106379999999,15.905454500000001,45.50525,-73.564693,45.512722,-73.558222,45.50898599999999,-73.5614575
LRL_26-63,109075.0,12.672691651253723,11.851973699442592,0.85,3.1034482999999997,10.6993007,17.5862069,72.8571429,10.6993007,45.50525,-73.564693,45.501917,-73.56736,45.5035835,-73.56602649999999
LRL_26-80,55789.0,11.671536086572619,12.687070982837767,0.56,2.1677418999999998,7.8139535,15.272727300000001,72.0,7.8139535,45.50525,-73.564693,45.503033,-73.566383,45.5041415,-73.565538
LRL_26-83,227364.0,18.083009344220716,15.897748087323722,0.64,5.565217400000001,13.2413793,26.790697700000003,72.0,13.2413793,45.50525,-73.564693,45.507717,-73.56258299999999,45.5064835,-73.563638
LRL_29-26,160389.0,16.279347854705748,9.680226272745418,1.944,8.0441379,16.1253456,23.0210526,74.45106379999999,16.1253456,45.512722,-73.558222,45.50525,-73.564693,45.50898599999999,-73.5614575
LRL_29-37,180638.0,23.68605289954495,12.616890670084567,2.238,15.613953500000001,23.978571399999996,29.84,74.6,23.978571399999996,45.512722,-73.558222,45.521417,-73.549805,45.5170695,-73.5540135
LRL_29-81,155619.0,24.913197191007523,20.878474426685493,0.448,9.2689655,17.1574468,42.442105299999994,73.30909090000002,17.1574468,45.512722,-73.558222,45.5144,-73.55665,45.513560999999996,-73.557436
LRL_29-84,142024.0,16.779276548976934,15.918553290310093,0.256,4.5176471,11.2390244,25.6,65.8285714,11.2390244,45.512722,-73.558222,45.511733,-73.559067,45.512227499999995,-73.5586445
LRL_37-29,127651.0,21.32980921909268,10.52903112926119,2.328,15.694382000000001,21.939267,27.568421100000002,74.8285714,21.939267,45.521417,-73.549805,45.512722,-73.558222,45.5170695,-73.5540135
LRL_37-81,76866.0,24.316843920828454,12.111706446179161,1.89,17.905263199999997,24.4748201,30.648648600000005,73.95652170000001,24.4748201,45.521417,-73.549805,45.5144,-73.55665,45.517908500000004,-73.5532275
LRL_63-26,184912.0,17.46234219099788,14.603039081957577,0.85,4.6788991,15.773195900000001,23.1818182,72.8571429,15.773195900000001,45.501917,-73.56736,45.50525,-73.564693,45.5035835,-73.56602649999999
LRL_63-80,60725.0,11.793185088037877,13.863108866344865,0.298,2.4162162,6.8769231,14.4972973,67.05,6.8769231,45.501917,-73.56736,45.503033,-73.566383,45.502475000000004,-73.56687149999999
LRL_80-26,116275.0,18.00086182289056,16.46440731900819,0.56,4.6666667,12.759493699999998,28.0,72.0,12.759493699999998,45.503033,-73.566383,45.50525,-73.564693,45.5041415,-73.565538
LRL_80-63,40290.0,10.899328681526434,14.186439953739518,0.29,1.3773087,5.0679612,13.384615400000001,74.57142859999999,5.0679612,45.503033,-73.566383,45.501917,-73.56736,45.502475000000004,-73.56687149999999
LRL_81-29,164460.0,19.766063265747295,16.164392256608277,0.452,9.4604651,15.6461538,26.2451613,73.96363640000001,15.6461538,45.5144,-73.55665,45.512722,-73.558222,45.513560999999996,-73.557436
LRL_81-37,111504.0,26.760443699336346,14.161381061880045,1.89,19.1123596,25.578947399999997,31.5,73.95652170000001,25.578947399999997,45.5144,-73.55665,45.521417,-73.549805,45.517908500000004,-73.5532275
LRL_82-83,171482.0,14.158491091950173,15.703298519769223,0.296,2.4218182,8.0727273,19.7333333,66.6,8.0727273,45.50885,-73.56156700000001,45.507717,-73.56258299999999,45.508283500000005,-73.562075
LRL_82-84,100553.0,16.580070551603633,13.50359981175446,0.75,6.0538117,13.775510199999998,22.1311475,75.0,13.775510199999998,45.50885,-73.56156700000001,45.511733,-73.559067,45.5102915,-73.560317
LRL_83-26,123306.0,16.762501240181336,17.074622956728867,0.64,2.3510204,11.755102,25.0434783,72.0,11.755102,45.507717,-73.56258299999999,45.50525,-73.564693,45.5064835,-73.563638
LRL_83-82,239557.0,14.841443231483947,15.940295309527457,0.296,2.4,8.734426199999998,22.2,66.6,8.734426199999998,45.507717,-73.56258299999999,45.50885,-73.56156700000001,45.508283500000005,-73.562075
LRL_84-29,114582.0,19.61101749366654,19.39183108757908,0.256,1.6,11.8153846,35.4461538,65.8285714,11.8153846,45.511733,-73.559067,45.512722,-73.558222,45.512227499999995,-73.5586445
LRL_84-82,98552.0,19.802341986701435,15.065002087467706,0.752,8.9052632,16.92,27.6244898,71.24210529999999,16.92,45.511733,-73.559067,45.50885,-73.56156700000001,45.5102915,-73.560317
